selection,subgraph_nodes,subgraph_edges,sampling_size,trial,trial_seed,u,v,delta_aspl
centrality_topk,100,799,10,0,1390851128,589,414,0.0060606060606061
centrality_topk,100,799,10,0,1390851128,414,598,0.0060606060606061
random_edges,100,799,10,0,1390851128,428,436,0.0
random_edges,100,799,10,0,1390851128,604,465,0.0
random_edges,100,799,10,0,1390851128,658,615,0.0
random_edges,100,799,10,0,1390851128,650,661,0.0
random_edges,100,799,10,0,1390851128,515,395,0.0010101010101011276
random_edges,100,799,10,0,1390851128,578,661,0.0010101010101011276
random_edges,100,799,10,0,1390851128,614,412,0.0010101010101011276
random_edges,100,799,10,0,1390851128,662,661,0.0
random_edges,100,799,10,0,1390851128,576,661,0.0
random_edges,100,799,10,0,1390851128,592,605,0.0
random_edges,100,799,10,0,1390851128,423,604,0.0
random_edges,100,799,10,0,1390851128,431,465,0.0
random_edges,100,799,10,0,1390851128,436,606,0.0
random_edges,100,799,10,0,1390851128,617,677,0.0
random_edges,100,799,10,0,1390851128,619,617,0.0
random_edges,100,799,10,0,1390851128,639,584,0.0
random_edges,100,799,10,0,1390851128,639,579,0.0
random_edges,100,799,10,0,1390851128,653,685,0.0
random_edges,100,799,10,0,1390851128,637,614,0.0010101010101011276
random_edges,100,799,10,0,1390851128,412,378,0.0
random_edges,100,799,10,0,1390851128,617,605,0.0
random_edges,100,799,10,0,1390851128,590,633,0.0
random_edges,100,799,10,0,1390851128,653,678,0.0
random_edges,100,799,10,0,1390851128,559,378,0.0
random_edges,100,799,10,0,1390851128,436,431,0.0
random_edges,100,799,10,0,1390851128,637,580,0.0
random_edges,100,799,10,0,1390851128,483,671,0.0
random_edges,100,799,10,0,1390851128,636,611,0.0
random_edges,100,799,10,0,1390851128,639,622,0.0
random_edges,100,799,10,0,1390851128,617,625,0.0010101010101011276
random_edges,100,799,10,0,1390851128,559,513,0.0
random_edges,100,799,10,0,1390851128,656,580,0.0
random_edges,100,799,10,0,1390851128,626,630,0.0
random_edges,100,799,10,0,1390851128,559,524,0.0
random_edges,100,799,10,0,1390851128,682,414,0.0060606060606061
random_edges,100,799,10,0,1390851128,578,665,0.0010101010101011276
random_edges,100,799,10,0,1390851128,653,654,0.0
random_edges,100,799,10,0,1390851128,414,461,0.003030303030303161
random_edges,100,799,10,0,1390851128,374,378,0.0
random_edges,100,799,10,0,1390851128,579,654,0.0
random_edges,100,799,10,0,1390851128,434,563,0.0
random_edges,100,799,10,0,1390851128,414,580,0.0060606060606061
random_edges,100,799,10,0,1390851128,412,593,0.0
random_edges,100,799,10,0,1390851128,395,524,0.0010101010101011276
random_edges,100,799,10,0,1390851128,434,378,0.0
random_edges,100,799,10,0,1390851128,604,558,0.0010101010101011276
random_edges,100,799,10,0,1390851128,653,573,0.0
random_edges,100,799,10,0,1390851128,623,625,0.0010101010101011276
random_edges,100,799,10,0,1390851128,626,664,0.0
random_edges,100,799,10,0,1390851128,665,661,0.0
centrality_topk,100,799,30,0,1390851128,624,414,-0.0017453446024873198
centrality_topk,100,799,30,0,1390851128,608,414,-0.0017453446024873198
centrality_topk,100,799,30,0,1390851128,414,585,-0.0017453446024873198
centrality_topk,100,799,30,0,1390851128,414,602,-0.0017453446024873198
centrality_topk,100,799,30,0,1390851128,414,656,0.03501683501683517
centrality_topk,100,799,30,0,1390851128,648,414,0.007744107744107831
centrality_topk,100,799,30,0,1390851128,414,576,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,414,628,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,577,414,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,414,665,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,650,414,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,662,414,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,632,414,0.03872053872053871
centrality_topk,100,799,30,0,1390851128,414,599,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,658,414,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,414,578,0.00909090909090926
centrality_topk,100,799,30,0,1390851128,615,414,0.03872053872053871
centrality_topk,100,799,30,0,1390851128,414,661,0.03872053872053871
centrality_topk,100,799,30,0,1390851128,660,414,0.008754208754208737
centrality_topk,100,799,30,0,1390851128,667,414,0.0060606060606061
centrality_topk,100,799,30,0,1390851128,480,414,0.029966329966329974
centrality_topk,100,799,30,0,1390851128,414,593,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,671,414,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,414,34,0.005387205387205496
centrality_topk,100,799,30,0,1390851128,657,414,0.006734006734006703
centrality_topk,100,799,30,0,1390851128,634,414,0.005050505050505194
centrality_topk,100,799,30,0,1390851128,679,414,0.02323232323232327
centrality_topk,100,799,30,0,1390851128,558,414,0.005050505050505194
centrality_topk,100,799,30,0,1390851128,676,414,0.026936026936027035
centrality_topk,100,799,30,0,1390851128,621,414,0.0063973063973064015
centrality_topk,100,799,30,0,1390851128,414,629,0.004377104377104368
centrality_topk,100,799,30,0,1390851128,631,414,0.0063973063973064015
centrality_topk,100,799,30,0,1390851128,434,414,0.025252525252525304
centrality_topk,100,799,30,0,1390851128,663,414,0.0063973063973064015
centrality_topk,100,799,30,0,1390851128,603,414,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,563,414,0.025589225589225606
centrality_topk,100,799,30,0,1390851128,414,672,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,414,611,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,374,414,0.00471380471380467
centrality_topk,100,799,30,0,1390851128,606,414,0.0242424242424244
centrality_topk,100,799,30,0,1390851128,414,633,0.0242424242424244
centrality_topk,100,799,30,0,1390851128,414,575,0.0242424242424244
centrality_topk,100,799,30,0,1390851128,414,580,0.00471380471380467
centrality_topk,100,799,30,0,1390851128,414,431,0.0242424242424244
centrality_topk,100,799,30,0,1390851128,682,414,0.023905723905723875
centrality_topk,100,799,30,0,1390851128,626,414,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,623,414,0.005723905723905798
centrality_topk,100,799,30,0,1390851128,414,622,0.0060606060606061
centrality_topk,100,799,30,0,1390851128,589,414,0.0245791245791247
centrality_topk,100,799,30,0,1390851128,414,598,0.005723905723905798
random_edges,100,799,30,0,1390851128,428,461,0.0
random_edges,100,799,30,0,1390851128,685,636,0.0
random_edges,100,799,30,0,1390851128,598,592,0.0
random_edges,100,799,30,0,1390851128,653,664,0.0006734006734008258
random_edges,100,799,30,0,1390851128,559,614,0.0
random_edges,100,799,30,0,1390851128,632,661,0.0006734006734008258
random_edges,100,799,30,0,1390851128,636,611,0.0
random_edges,100,799,30,0,1390851128,584,630,0.00033670033670030186
random_edges,100,799,30,0,1390851128,653,636,0.00033670033670030186
random_edges,100,799,30,0,1390851128,483,606,0.00033670033670030186
random_edges,100,799,30,0,1390851128,391,559,0.0
random_edges,100,799,30,0,1390851128,395,524,0.00033670033670030186
random_edges,100,799,30,0,1390851128,682,677,0.00033670033670030186
random_edges,100,799,30,0,1390851128,590,461,0.0
random_edges,100,799,30,0,1390851128,414,576,0.00909090909090926
random_edges,100,799,30,0,1390851128,483,604,0.0
random_edges,100,799,30,0,1390851128,566,378,0.0006734006734008258
random_edges,100,799,30,0,1390851128,515,348,0.00033670033670030186
random_edges,100,799,30,0,1390851128,662,577,0.0
random_edges,100,799,30,0,1390851128,606,524,0.0006734006734008258
random_edges,100,799,30,0,1390851128,348,558,0.0
random_edges,100,799,30,0,1390851128,682,592,0.00033670033670030186
random_edges,100,799,30,0,1390851128,617,625,0.00033670033670030186
random_edges,100,799,30,0,1390851128,637,566,0.00033670033670030186
random_edges,100,799,30,0,1390851128,677,592,0.0
random_edges,100,799,30,0,1390851128,597,603,0.0
random_edges,100,799,30,0,1390851128,676,378,0.0006734006734008258
random_edges,100,799,30,0,1390851128,412,593,0.0
random_edges,100,799,30,0,1390851128,378,580,0.00033670033670030186
random_edges,100,799,30,0,1390851128,513,431,0.0006734006734008258
random_edges,100,799,30,0,1390851128,684,598,0.0
random_edges,100,799,30,0,1390851128,615,578,0.00033670033670030186
random_edges,100,799,30,0,1390851128,619,617,0.00033670033670030186
random_edges,100,799,30,0,1390851128,630,598,0.00033670033670030186
random_edges,100,799,30,0,1390851128,685,678,0.0
random_edges,100,799,30,0,1390851128,614,606,0.00033670033670030186
random_edges,100,799,30,0,1390851128,626,573,0.0
random_edges,100,799,30,0,1390851128,483,553,0.00033670033670030186
random_edges,100,799,30,0,1390851128,428,436,0.00033670033670030186
random_edges,100,799,30,0,1390851128,619,678,0.0
random_edges,100,799,30,0,1390851128,605,654,0.0
random_edges,100,799,30,0,1390851128,634,513,0.00033670033670030186
random_edges,100,799,30,0,1390851128,579,625,0.0
random_edges,100,799,30,0,1390851128,515,641,0.00033670033670030186
random_edges,100,799,30,0,1390851128,436,378,0.0006734006734008258
random_edges,100,799,30,0,1390851128,438,414,0.0037037037037037646
random_edges,100,799,30,0,1390851128,559,606,0.00033670033670030186
random_edges,100,799,30,0,1390851128,630,592,0.00033670033670030186
random_edges,100,799,30,0,1390851128,374,378,0.00033670033670030186
random_edges,100,799,30,0,1390851128,611,654,0.0
centrality_topk,100,799,50,0,1390851128,624,414,-0.004527238229862229
centrality_topk,100,799,50,0,1390851128,608,414,-0.004527238229862229
centrality_topk,100,799,50,0,1390851128,414,585,-0.0014326942898372774
centrality_topk,100,799,50,0,1390851128,414,602,-0.0014326942898372774
centrality_topk,100,799,50,0,1390851128,414,656,0.025454545454545396
centrality_topk,100,799,50,0,1390851128,648,414,0.024242424242424176
centrality_topk,100,799,50,0,1390851128,414,576,0.008484848484848317
centrality_topk,100,799,50,0,1390851128,414,628,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,577,414,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,414,665,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,650,414,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,662,414,0.008484848484848317
centrality_topk,100,799,50,0,1390851128,632,414,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,414,599,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,658,414,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,414,578,0.02626262626262621
centrality_topk,100,799,50,0,1390851128,615,414,0.008484848484848317
centrality_topk,100,799,50,0,1390851128,414,661,0.008484848484848317
centrality_topk,100,799,50,0,1390851128,660,414,0.007878787878787818
centrality_topk,100,799,50,0,1390851128,667,414,0.022222222222222143
centrality_topk,100,799,50,0,1390851128,480,414,0.008282828282828225
centrality_topk,100,799,50,0,1390851128,414,593,0.007474747474747412
centrality_topk,100,799,50,0,1390851128,671,414,0.020606060606060517
centrality_topk,100,799,50,0,1390851128,414,34,0.007676767676767504
centrality_topk,100,799,50,0,1390851128,657,414,0.018181818181818077
centrality_topk,100,799,50,0,1390851128,634,414,0.0072727272727270975
centrality_topk,100,799,50,0,1390851128,679,414,0.006060606060605878
centrality_topk,100,799,50,0,1390851128,558,414,0.019191919191919204
centrality_topk,100,799,50,0,1390851128,676,414,0.019797979797979703
centrality_topk,100,799,50,0,1390851128,621,414,0.016969696969696857
centrality_topk,100,799,50,0,1390851128,414,629,0.00484848484848488
centrality_topk,100,799,50,0,1390851128,631,414,0.005656565656565471
centrality_topk,100,799,50,0,1390851128,434,414,0.01898989898989889
centrality_topk,100,799,50,0,1390851128,663,414,0.015555555555555545
centrality_topk,100,799,50,0,1390851128,603,414,0.005858585858585785
centrality_topk,100,799,50,0,1390851128,563,414,0.019191919191919204
centrality_topk,100,799,50,0,1390851128,414,672,0.01595959595959595
centrality_topk,100,799,50,0,1390851128,414,611,0.01717171717171717
centrality_topk,100,799,50,0,1390851128,374,414,0.006666666666666599
centrality_topk,100,799,50,0,1390851128,606,414,0.006464646464646284
centrality_topk,100,799,50,0,1390851128,414,633,0.016969696969696857
centrality_topk,100,799,50,0,1390851128,414,575,0.005252525252525064
centrality_topk,100,799,50,0,1390851128,414,580,0.018181818181818077
centrality_topk,100,799,50,0,1390851128,414,431,0.006868686868686691
centrality_topk,100,799,50,0,1390851128,682,414,0.016161616161616044
centrality_topk,100,799,50,0,1390851128,626,414,0.005252525252525064
centrality_topk,100,799,50,0,1390851128,623,414,0.005454545454545379
centrality_topk,100,799,50,0,1390851128,414,622,0.005252525252525064
centrality_topk,100,799,50,0,1390851128,589,414,0.01656565656565645
centrality_topk,100,799,50,0,1390851128,414,598,0.01595959595959595
random_edges,100,799,50,0,1390851128,626,605,0.0
random_edges,100,799,50,0,1390851128,465,461,0.0002020202020200923
random_edges,100,799,50,0,1390851128,483,563,0.0002020202020200923
random_edges,100,799,50,0,1390851128,577,599,0.00040404040404040664
random_edges,100,799,50,0,1390851128,374,348,0.0002020202020200923
random_edges,100,799,50,0,1390851128,623,684,0.0
random_edges,100,799,50,0,1390851128,428,423,0.0
random_edges,100,799,50,0,1390851128,391,348,0.00040404040404040664
random_edges,100,799,50,0,1390851128,619,618,0.0
random_edges,100,799,50,0,1390851128,621,592,0.00040404040404040664
random_edges,100,799,50,0,1390851128,428,414,0.006262626262626192
random_edges,100,799,50,0,1390851128,589,654,0.0002020202020200923
random_edges,100,799,50,0,1390851128,632,414,0.02626262626262621
random_edges,100,799,50,0,1390851128,576,661,0.0
random_edges,100,799,50,0,1390851128,677,579,0.0002020202020200923
random_edges,100,799,50,0,1390851128,589,414,0.01656565656565645
random_edges,100,799,50,0,1390851128,578,665,0.00040404040404040664
random_edges,100,799,50,0,1390851128,604,412,0.0
random_edges,100,799,50,0,1390851128,428,465,0.0
random_edges,100,799,50,0,1390851128,590,524,0.0002020202020200923
random_edges,100,799,50,0,1390851128,603,605,0.0
random_edges,100,799,50,0,1390851128,391,431,0.0002020202020200923
random_edges,100,799,50,0,1390851128,107,428,0.0002020202020200923
random_edges,100,799,50,0,1390851128,614,414,0.016969696969696857
random_edges,100,799,50,0,1390851128,662,414,0.008484848484848317
random_edges,100,799,50,0,1390851128,624,414,-0.004527238229862229
random_edges,100,799,50,0,1390851128,395,438,0.0002020202020200923
random_edges,100,799,50,0,1390851128,685,573,0.00040404040404040664
random_edges,100,799,50,0,1390851128,614,606,0.0002020202020200923
random_edges,100,799,50,0,1390851128,414,629,0.00484848484848488
random_edges,100,799,50,0,1390851128,604,563,0.0002020202020200923
random_edges,100,799,50,0,1390851128,589,623,0.0002020202020200923
random_edges,100,799,50,0,1390851128,434,431,0.0002020202020200923
random_edges,100,799,50,0,1390851128,592,654,0.0002020202020200923
random_edges,100,799,50,0,1390851128,644,414,0.011313131313131164
random_edges,100,799,50,0,1390851128,559,423,0.0
random_edges,100,799,50,0,1390851128,590,461,0.00040404040404040664
random_edges,100,799,50,0,1390851128,428,513,0.0
random_edges,100,799,50,0,1390851128,348,431,0.0002020202020200923
random_edges,100,799,50,0,1390851128,641,378,0.0002020202020200923
random_edges,100,799,50,0,1390851128,579,592,0.00040404040404040664
random_edges,100,799,50,0,1390851128,588,414,0.00484848484848488
random_edges,100,799,50,0,1390851128,589,611,0.00040404040404040664
random_edges,100,799,50,0,1390851128,599,665,0.00040404040404040664
random_edges,100,799,50,0,1390851128,662,599,0.0002020202020200923
random_edges,100,799,50,0,1390851128,438,461,0.0002020202020200923
random_edges,100,799,50,0,1390851128,573,598,0.00040404040404040664
random_edges,100,799,50,0,1390851128,395,630,0.0002020202020200923
random_edges,100,799,50,0,1390851128,559,395,0.0002020202020200923
random_edges,100,799,50,0,1390851128,414,628,0.02626262626262621
centrality_topk,100,799,100,0,1390851128,624,414,-0.0030880230880230286
centrality_topk,100,799,100,0,1390851128,608,414,-0.0030880230880230286
centrality_topk,100,799,100,0,1390851128,414,585,-0.0030880230880230286
centrality_topk,100,799,100,0,1390851128,414,602,-0.0030880230880230286
centrality_topk,100,799,100,0,1390851128,414,656,0.016767676767676765
centrality_topk,100,799,100,0,1390851128,648,414,0.016363636363636358
centrality_topk,100,799,100,0,1390851128,414,576,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,414,628,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,577,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,414,665,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,650,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,662,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,632,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,414,599,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,658,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,414,578,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,615,414,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,414,661,0.017777777777777892
centrality_topk,100,799,100,0,1390851128,660,414,0.01575757575757586
centrality_topk,100,799,100,0,1390851128,667,414,0.014545454545454639
centrality_topk,100,799,100,0,1390851128,480,414,0.014343434343434325
centrality_topk,100,799,100,0,1390851128,414,593,0.013939393939393918
centrality_topk,100,799,100,0,1390851128,671,414,0.01333333333333342
centrality_topk,100,799,100,0,1390851128,414,34,0.013737373737373826
centrality_topk,100,799,100,0,1390851128,657,414,0.011919191919191885
centrality_topk,100,799,100,0,1390851128,634,414,0.013131313131313105
centrality_topk,100,799,100,0,1390851128,679,414,0.010505050505050573
centrality_topk,100,799,100,0,1390851128,558,414,0.012323232323232292
centrality_topk,100,799,100,0,1390851128,676,414,0.012727272727272698
centrality_topk,100,799,100,0,1390851128,621,414,0.011515151515151478
centrality_topk,100,799,100,0,1390851128,414,629,0.009494949494949445
centrality_topk,100,799,100,0,1390851128,631,414,0.011111111111111072
centrality_topk,100,799,100,0,1390851128,434,414,0.0121212121212122
centrality_topk,100,799,100,0,1390851128,663,414,0.010303030303030258
centrality_topk,100,799,100,0,1390851128,603,414,0.011919191919191885
centrality_topk,100,799,100,0,1390851128,563,414,0.0121212121212122
centrality_topk,100,799,100,0,1390851128,414,672,0.010707070707070665
centrality_topk,100,799,100,0,1390851128,414,611,0.011515151515151478
centrality_topk,100,799,100,0,1390851128,374,414,0.011717171717171793
centrality_topk,100,799,100,0,1390851128,606,414,0.011717171717171793
centrality_topk,100,799,100,0,1390851128,414,633,0.011313131313131386
centrality_topk,100,799,100,0,1390851128,414,575,0.01090909090909098
centrality_topk,100,799,100,0,1390851128,414,580,0.011515151515151478
centrality_topk,100,799,100,0,1390851128,414,431,0.011515151515151478
centrality_topk,100,799,100,0,1390851128,682,414,0.010707070707070665
centrality_topk,100,799,100,0,1390851128,626,414,0.010707070707070665
centrality_topk,100,799,100,0,1390851128,623,414,0.011111111111111072
centrality_topk,100,799,100,0,1390851128,414,622,0.01090909090909098
centrality_topk,100,799,100,0,1390851128,589,414,0.011111111111111072
centrality_topk,100,799,100,0,1390851128,414,598,0.010707070707070665
random_edges,100,799,100,0,1390851128,611,654,0.00020202020202031434
random_edges,100,799,100,0,1390851128,483,563,0.00020202020202031434
random_edges,100,799,100,0,1390851128,614,414,0.010707070707070665
random_edges,100,799,100,0,1390851128,573,625,0.00020202020202031434
random_edges,100,799,100,0,1390851128,423,513,0.00020202020202031434
random_edges,100,799,100,0,1390851128,653,573,0.00020202020202031434
random_edges,100,799,100,0,1390851128,423,604,0.00020202020202031434
random_edges,100,799,100,0,1390851128,483,566,0.00020202020202031434
random_edges,100,799,100,0,1390851128,423,524,0.00020202020202031434
random_edges,100,799,100,0,1390851128,650,599,0.00020202020202031434
random_edges,100,799,100,0,1390851128,566,414,0.01090909090909098
random_edges,100,799,100,0,1390851128,676,414,0.012727272727272698
random_edges,100,799,100,0,1390851128,395,630,0.00020202020202031434
random_edges,100,799,100,0,1390851128,685,630,0.00020202020202031434
random_edges,100,799,100,0,1390851128,588,592,0.00020202020202031434
random_edges,100,799,100,0,1390851128,107,563,0.00020202020202031434
random_edges,100,799,100,0,1390851128,436,563,0.00020202020202031434
random_edges,100,799,100,0,1390851128,374,563,0.00020202020202031434
random_edges,100,799,100,0,1390851128,428,614,0.00020202020202031434
random_edges,100,799,100,0,1390851128,676,428,0.00020202020202031434
random_edges,100,799,100,0,1390851128,637,614,0.00020202020202031434
random_edges,100,799,100,0,1390851128,436,461,0.00020202020202031434
random_edges,100,799,100,0,1390851128,626,677,0.00020202020202031434
random_edges,100,799,100,0,1390851128,619,636,0.00020202020202031434
random_edges,100,799,100,0,1390851128,590,617,0.00020202020202031434
random_edges,100,799,100,0,1390851128,634,414,0.013131313131313105
random_edges,100,799,100,0,1390851128,391,378,0.00020202020202031434
random_edges,100,799,100,0,1390851128,658,578,0.00020202020202031434
random_edges,100,799,100,0,1390851128,434,431,0.00020202020202031434
random_edges,100,799,100,0,1390851128,436,637,0.00020202020202031434
random_edges,100,799,100,0,1390851128,573,414,0.010303030303030258
random_edges,100,799,100,0,1390851128,623,592,0.00020202020202031434
random_edges,100,799,100,0,1390851128,374,566,0.00020202020202031434
random_edges,100,799,100,0,1390851128,684,592,0.00020202020202031434
random_edges,100,799,100,0,1390851128,428,395,0.00020202020202031434
random_edges,100,799,100,0,1390851128,623,414,0.011111111111111072
random_edges,100,799,100,0,1390851128,637,395,0.00020202020202031434
random_edges,100,799,100,0,1390851128,619,597,0.00020202020202031434
random_edges,100,799,100,0,1390851128,630,616,0.00020202020202031434
random_edges,100,799,100,0,1390851128,619,623,0.00020202020202031434
random_edges,100,799,100,0,1390851128,677,592,0.00020202020202031434
random_edges,100,799,100,0,1390851128,663,596,0.00020202020202031434
random_edges,100,799,100,0,1390851128,658,632,0.00020202020202031434
random_edges,100,799,100,0,1390851128,658,576,0.00020202020202031434
random_edges,100,799,100,0,1390851128,619,603,0.00020202020202031434
random_edges,100,799,100,0,1390851128,524,465,0.00020202020202031434
random_edges,100,799,100,0,1390851128,603,589,0.00020202020202031434
random_edges,100,799,100,0,1390851128,677,598,0.00020202020202031434
random_edges,100,799,100,0,1390851128,428,513,0.00020202020202031434
random_edges,100,799,100,0,1390851128,630,575,0.00020202020202031434
centrality_topk,100,3857,10,1,647892279,1912,2311,0.0
centrality_topk,100,3857,10,1,647892279,2311,2233,0.0
centrality_topk,100,3857,10,1,647892279,2172,2311,0.0
centrality_topk,100,3857,10,1,647892279,2311,2142,0.0010101010101009056
centrality_topk,100,3857,10,1,647892279,2311,1993,0.0
centrality_topk,100,3857,10,1,647892279,2311,2410,0.0
centrality_topk,100,3857,10,1,647892279,2311,2560,0.0
centrality_topk,100,3857,10,1,647892279,2311,2123,0.0
centrality_topk,100,3857,10,1,647892279,1912,2536,0.0
centrality_topk,100,3857,10,1,647892279,2311,2184,0.0
centrality_topk,100,3857,10,1,647892279,1946,2311,0.0
centrality_topk,100,3857,10,1,647892279,2172,2536,0.0
centrality_topk,100,3857,10,1,647892279,2311,2395,0.0
centrality_topk,100,3857,10,1,647892279,2103,2311,0.0
centrality_topk,100,3857,10,1,647892279,2324,2311,0.0
centrality_topk,100,3857,10,1,647892279,2409,2311,0.0
centrality_topk,100,3857,10,1,647892279,2625,2311,0.0
centrality_topk,100,3857,10,1,647892279,2021,2172,0.0
centrality_topk,100,3857,10,1,647892279,2536,2233,0.0
centrality_topk,100,3857,10,1,647892279,2428,2311,0.0
centrality_topk,100,3857,10,1,647892279,2021,1912,0.0
centrality_topk,100,3857,10,1,647892279,1993,2536,0.0
centrality_topk,100,3857,10,1,647892279,2536,2142,0.0010101010101009056
centrality_topk,100,3857,10,1,647892279,2206,2536,0.0
centrality_topk,100,3857,10,1,647892279,2311,2526,0.0
centrality_topk,100,3857,10,1,647892279,2536,2410,0.0
centrality_topk,100,3857,10,1,647892279,2369,2536,0.0
centrality_topk,100,3857,10,1,647892279,2464,2536,0.0
centrality_topk,100,3857,10,1,647892279,2172,2058,0.0010101010101009056
centrality_topk,100,3857,10,1,647892279,2021,2233,0.0
centrality_topk,100,3857,10,1,647892279,1912,2058,0.0010101010101009056
centrality_topk,100,3857,10,1,647892279,2021,2601,0.0
centrality_topk,100,3857,10,1,647892279,2021,2604,0.0
centrality_topk,100,3857,10,1,647892279,2276,2311,0.0
centrality_topk,100,3857,10,1,647892279,2021,1993,0.0
centrality_topk,100,3857,10,1,647892279,2536,2184,0.0
centrality_topk,100,3857,10,1,647892279,2021,1979,0.0
centrality_topk,100,3857,10,1,647892279,2021,2560,0.0
centrality_topk,100,3857,10,1,647892279,2103,2536,0.0
centrality_topk,100,3857,10,1,647892279,2021,2244,0.0
centrality_topk,100,3857,10,1,647892279,2021,2410,0.0
centrality_topk,100,3857,10,1,647892279,2311,2140,0.0
